pid,title,language,original_label,rights,location_of_original,photographer_or_studio,scanned_from,_date,location,description,additional_notes,permission_display,on_server,on_website
SHA-16-003,SHA-16-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 14.6,1998,France,Sharhabil Ahmed playing 'oud,,yes,no,no
SHA-16-003,SHA-16-003,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 14.6,1998,الفرنسا,شرحبيل احمد يعزف العود,,yes,no,no
SHA-16-004,SHA-16-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2003-2005,"Britain, London",Sharhabil Ahmed in front of Buckingham Palace,,yes,no,no
SHA-16-004,SHA-16-004,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2003-2005,بريطانيا، لندن,شرحبيل احمد امام قصر بوكينهام ,,yes,no,no
SHA-16-005,SHA-16-005,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2003-2005,"Britain, London",Sharhabil Ahmed in front of Buckingham Palace,,yes,no,no
SHA-16-005,SHA-16-005,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2003-2005,بريطانيا، لندن,شرحبيل احمد امام قصر بوكينهام ,,yes,no,no
SHA-16-006,SHA-16-006,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 14.7,2005,"Britain, London",Sharhabil Ahmed with 'oud and two others,,yes,no,no
SHA-16-006,SHA-16-006,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 14.7,2005,بريطانيا، لندن,شرحبيل احمد بالعود وشخصان اخران ,,yes,no,no
SHA-16-007,SHA-16-007,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15.2,1995,"Khartoum, Kafouri French Ambassador's Residence",Sharhabil Ahmed and his band,,yes,no,no
SHA-16-007,SHA-16-007,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15.2,1995,الخرطوم، كافوري، منزل السفير الفرنسي,شرحبيل احمد وفرقته,,yes,no,no
SHA-16-008,SHA-16-008,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15.2,2009-2011,Omdurman,Sharhabil Ahmed and members of the jazz association,,yes,no,no
SHA-16-008,SHA-16-008,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15.2,2009-2011,امدرمان,شرحبيل احمد واعضاء من اتحاد الجاز,,yes,no,no
SHA-16-009,SHA-16-009,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15,2005,"Britain, Manchester",Sharhabil Ahmed with an 'oud,,yes,no,no
SHA-16-009,SHA-16-009,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15,2005,بريطانيا، منتشستر,شرحبيل احمد بالعود,,yes,no,no
SHA-16-010,SHA-16-010,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15,early 2000s ,"Egypt, Cairo",Sharhabil Ahmed with a guitar,,yes,no,no
SHA-16-010,SHA-16-010,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15,early 2000s ,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-011,SHA-16-011,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2001,"Egypt, Cairo",Crowd at Sharhabil Ahmed concert,,yes,no,no
SHA-16-011,SHA-16-011,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2001,مصر، القاهرة,جمهور في حفل شرحبيل احمد,,yes,no,no
SHA-16-012,SHA-16-012,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2001,"Egypt, Cairo",Sharhabil Ahmed and his band,,yes,no,no
SHA-16-012,SHA-16-012,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2001,مصر، القاهرة,شرحبيل احمد وفرقته,,yes,no,no
SHA-16-013,SHA-16-013,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2001,"Egypt, Cairo",Sharhabil Ahmed with an 'oud and his band,,yes,no,no
SHA-16-013,SHA-16-013,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2001,مصر، القاهرة,شرحبيل احمد بالعود وفرقته,,yes,no,no
SHA-16-014,SHA-16-014,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2004-2005,"Egypt, Cairo",Sharhabil Ahmed with an 'oud,,yes,no,no
SHA-16-014,SHA-16-014,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2004-2005,مصر، القاهرة,شرحبيل احمد بالعود,,yes,no,no
SHA-16-015,SHA-16-015,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,early 2000s,"Egypt, Cairo",Sharhabil Ahmed's band,,yes,no,no
SHA-16-015,SHA-16-015,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,early 2000s,مصر، القاهرة,فرقة شرحبيل احمد,,yes,no,no
SHA-16-016,SHA-16-016,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,early 2000s,"Egypt, Cairo",Sharhabil Ahmed with a guitar,,yes,no,no
SHA-16-016,SHA-16-016,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,early 2000s,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-017,SHA-16-017,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2002-2004,"Egypt, Cairo",Sharhabil Ahmed with an 'oud,,yes,no,no
SHA-16-017,SHA-16-017,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2002-2004,مصر، القاهرة,شرحبيل احمد بالعود,,yes,no,no
SHA-16-018,SHA-16-018,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15.1,2003-2004,"Egypt, Cairo",Sharhabil Ahmed concert,,yes,no,no
SHA-16-018,SHA-16-018,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15.1,2003-2004,مصر، القاهرة,شرحبيل احمد في الحفل,,yes,no,no
SHA-16-019,SHA-16-019,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2003-2004,"Egypt, Cairo",Sharhabil Ahmed,,yes,no,no
SHA-16-019,SHA-16-019,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2003-2004,مصر، القاهرة,شرحبيل احمد,,yes,no,no
SHA-16-020,SHA-16-020,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2000,"Egypt, Cairo",Sharhabil Ahmed with a guitar,,yes,no,no
SHA-16-020,SHA-16-020,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2000,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-021,SHA-16-021,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.5 by 17.8,early 2000s,"Egypt, Cairo",Sharhabil Ahmed with a guitar,,yes,no,no
SHA-16-021,SHA-16-021,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 12.5 by 17.8,early 2000s,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-022,SHA-16-022,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9 by 13.9,late 1950s,Khartoum,Sharhabil Ahmed and two others in Ms. Beacon's house,,yes,no,no
SHA-16-022,SHA-16-022,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 9 by 13.9,late 1950s,الخرطوم,شرحبيل احمد وشخصان اخران في بيت مسز بيكون,,yes,no,no
SHA-16-023,SHA-16-023,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9 by 13.7,1972,"Egypt, Cairo, Tahrir Square",Sharhabil Ahmed Sayed Ahmed and Afar Katho,,yes,no,no
SHA-16-023,SHA-16-023,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 9 by 13.7,1972,مصر، القاهرة، ميدان التحرير,شرحبيل احمد وسيد احمد وافر كاثو,,yes,no,no
SHA-16-024,SHA-16-024,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 13.9,1957-1958,"Egypt, Manufiya, Sirs al Layan",Sharhabil Ahmed and al Min'am Najjar and others,,yes,no,no
SHA-16-024,SHA-16-024,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 13.9,1957-1958,مصر، المنوفية، سرس الليان,شرحبيل احمد والمنعم نجار واخرون,,yes,no,no
SHA-16-025,SHA-16-025,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9 by 9.6,1957-1959,"Egypt, Manufiya, Sirs al Layan",Sharhabil Ahmed and classmates,,yes,yes,yes
SHA-16-025,SHA-16-025,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 9 by 9.6,1957-1959,مصر، المنوفية، سرس الليان,شرحبيل احمد وزملائه ,,yes,yes,yes
SHA-17-001,SHA-17-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 11.9 by 16.8,1964,Kuwait,Abdel Aziz Muhammad Daoud in theater,,yes,no,no
SHA-17-001,SHA-17-001,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 11.9 by 16.8,1964,الكويت,عبد العزيز محمد داؤود في المسرح,,yes,no,no
SHA-17-002,SHA-17-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 11.9 by 16.8,1964,Kuwait,Two Kuwaiti officials,,yes,no,no
SHA-17-002,SHA-17-002,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 11.9 by 16.8,1964,الكويت,المسؤولان الكويتي,,yes,no,no
SHA-17-003,SHA-17-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,group of men after concert,,yes,no,no
SHA-17-003,SHA-17-003,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,مجموعة من الرجال بعد الحفلة ,,yes,no,no
SHA-17-004,SHA-17-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,group of men including 'Ala al Din Hamza Muhammad Dafallah and Ahmed Hassan Jum'a,,yes,no,no
SHA-17-004,SHA-17-004,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,مجموعة من الرجال من ضمنهم علاء الدين حمزه ومحمد دفع الله واحمد حسن جمعه,,yes,no,no
SHA-17-005,SHA-17-005,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,Mirghani al Mamoun and Ahmed Hassan Jum'a recording on Radio Kuwait,,yes,yes,yes
SHA-17-005,SHA-17-005,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,مرغني المأمون واحمد حسن حمعه تسجيل في الاذاعة الكويتية,,yes,yes,yes
SHA-17-006,SHA-17-006,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13.1 by 17.8,1964,Kuwait,Ahmed Hassan Jum'a,,yes,no,no
SHA-17-006,SHA-17-006,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13.1 by 17.8,1964,الكويت,احمد حسن جمعه,,yes,no,no
SHA-17-007,SHA-17-007,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13.1 by 17.8,1964,Kuwait,musician who performed with Ahmed Hassan Jum'a,,yes,no,no
SHA-17-007,SHA-17-007,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13.1 by 17.8,1964,الكويت,فنان يعزف مع احمد حسن جمعه ,,yes,no,no
SHA-17-008,SHA-17-008,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,crowd at concert of Mirghani al Mamoun and Ahmed Hassan Jum'a,,yes,no,no
SHA-17-008,SHA-17-008,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,جمهور في حفل مرغني المأمون واحمد حسن جمعه,,yes,no,no
SHA-17-009,SHA-17-009,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,Ahmed al Mustafa with 'oud,,yes,no,no
SHA-17-009,SHA-17-009,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,احمد المصطفى بالعود,,yes,no,no
SHA-17-010,SHA-17-010,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,Abdel Aziz Muhammad Daoud with Kuwaiti singer ,,yes,no,no
SHA-17-010,SHA-17-010,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,عبد العزيز محمد داؤود ومغني كويتي,,yes,no,no
SHA-17-011,SHA-17-011,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 11.9 by 16.8,1964,Kuwait,crowd of Kuwaitis,,yes,no,no
SHA-17-011,SHA-17-011,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 11.9 by 16.8,1964,الكويت,جمهور من الكويتيين,,yes,no,no
SHA-17-012,SHA-17-012,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13.1 by 17.8,1964,Kuwait,Kuwaiti official,,yes,no,no
SHA-17-012,SHA-17-012,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13.1 by 17.8,1964,الكويت,مسؤولي كويتي,,yes,no,no
SHA-17-013,SHA-17-013,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,Sayed Khalifa on Kuwaiti Radio,,yes,no,no
SHA-17-013,SHA-17-013,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,سيد خليفة على اذاعة كويتية,,yes,no,no
SHA-17-014,SHA-17-014,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 12 by 16.8,1964,Kuwait,Ahmed al Sharif al Habib commander of Sudanese troops stationed in Kuwait and Kuwaiti officials,,yes,no,no
SHA-17-014,SHA-17-014,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 12 by 16.8,1964,الكويت,احمد الشريف الحبيب قائد الجنود السودانيون المرابطون في الكويت,,yes,no,no
SHA-17-015,SHA-17-015,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 18.1,1964,Kuwait,Mirghani al Mamoun and Ahmed Hassan Jum'a on Kuwaiti radio,,yes,no,no
SHA-17-015,SHA-17-015,ar,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 18.1,1964,الكويت,مرغني المأمون واحمد حسن جمعه في اذاعة الكويتية,,yes,no,no
